-334.95,0.93329
-334.94,0.92102
-334.92,0.92819
-334.9,0.93561
-334.88,0.92833
-334.87,0.92327
-334.85,0.92794
-334.83,0.91993
-334.81,0.93429
-334.8,0.92638
-334.78,0.91523
-334.76,0.93001
-334.74,0.93814
-334.73,0.93058
-334.71,0.92958
-334.69,0.93211
-334.67,0.93104
-334.65,0.92566
-334.64,0.93054
-334.62,0.93129
-334.6,0.92737
-334.58,0.94333
-334.57,0.93329
-334.55,0.92425
-334.53,0.93191
-334.51,0.93549
-334.5,0.91924
-334.48,0.93839
-334.46,0.93033
-334.44,0.92988
-334.43,0.9297
-334.41,0.93342
-334.39,0.92067
-334.37,0.92344
-334.36,0.93263
-334.34,0.92405
-334.32,0.93521
-334.3,0.92772
-334.29,0.93077
-334.27,0.93042
-334.25,0.93629
-334.23,0.93201
-334.22,0.93299
-334.2,0.94139
-334.18,0.92366
-334.16,0.92436
-334.15,0.93159
-334.13,0.92249
-334.11,0.93723
-334.09,0.93058
-334.08,0.92566
-334.06,0.93517
-334.04,0.94049
-334.02,0.93485
-334,0.92347
-333.99,0.92676
-333.97,0.92688
-333.95,0.93118
-333.93,0.92463
-333.92,0.92139
-333.9,0.916
-333.88,0.929
-333.86,0.93582
-333.85,0.92552
-333.83,0.93126
-333.81,0.92892
-333.79,0.92816
-333.78,0.92407
-333.76,0.93182
-333.74,0.92696
-333.72,0.93509
-333.71,0.93516
-333.69,0.92965
-333.67,0.9251
-333.65,0.93034
-333.64,0.93372
-333.62,0.92892
-333.6,0.93985
-333.58,0.9367
-333.57,0.92844
-333.55,0.93431
-333.53,0.92733
-333.51,0.92976
-333.5,0.92247
-333.48,0.93175
-333.46,0.92558
-333.44,0.93337
-333.43,0.92069
-333.41,0.92779
-333.39,0.94003
-333.37,0.92263
-333.35,0.92835
-333.34,0.93696
-333.32,0.94232
-333.3,0.93325
-333.28,0.94414
-333.27,0.93849
-333.25,0.93312
-333.23,0.93025
-333.21,0.93347
-333.2,0.91948
-333.18,0.93024
-333.16,0.92864
-333.14,0.92991
-333.13,0.92863
-333.11,0.93836
-333.09,0.93153
-333.07,0.92104
-333.06,0.93232
-333.04,0.92652
-333.02,0.93345
-333,0.92819
-332.99,0.92411
-332.97,0.92506
-332.95,0.93216
-332.93,0.92016
-332.92,0.93285
-332.9,0.93316
-332.88,0.93203
-332.86,0.92811
-332.85,0.94113
-332.83,0.92976
-332.81,0.93401
-332.79,0.93227
-332.78,0.93343
-332.76,0.92918
-332.74,0.94509
-332.72,0.93539
-332.7,0.93664
-332.69,0.9346
-332.67,0.9302
-332.65,0.92592
-332.63,0.92877
-332.62,0.93568
-332.6,0.92956
-332.58,0.9332
-332.56,0.931
-332.55,0.92855
-332.53,0.9333
-332.51,0.93066
-332.49,0.93235
-332.48,0.92468
-332.46,0.92463
-332.44,0.93361
-332.42,0.92526
-332.41,0.93262
-332.39,0.92905
-332.37,0.92928
-332.35,0.93413
-332.34,0.92092
-332.32,0.92883
-332.3,0.93433
-332.28,0.93601
-332.27,0.93191
-332.25,0.93477
-332.23,0.93656
-332.21,0.92346
-332.2,0.93799
-332.18,0.93483
-332.16,0.93447
-332.14,0.92973
-332.13,0.93258
-332.11,0.92602
-332.09,0.9262
-332.07,0.93552
-332.05,0.9368
-332.04,0.93039
-332.02,0.92401
-332,0.92732
-331.98,0.93232
-331.97,0.92633
-331.95,0.93049
-331.93,0.92549
-331.91,0.9331
-331.9,0.94081
-331.88,0.93459
-331.86,0.93237
-331.84,0.93951
-331.83,0.93113
-331.81,0.93604
-331.79,0.9343
-331.77,0.93606
-331.76,0.92888
-331.74,0.93529
-331.72,0.92332
-331.7,0.92386
-331.69,0.93496
-331.67,0.92716
-331.65,0.93651
-331.63,0.93258
-331.62,0.92282
-331.6,0.9316
-331.58,0.92833
-331.56,0.92843
-331.55,0.91729
-331.53,0.93396
-331.51,0.93922
-331.49,0.92936
-331.48,0.92151
-331.46,0.93542
-331.44,0.92754
-331.42,0.93126
-331.4,0.93434
-331.39,0.934
-331.37,0.93083
-331.35,0.94434
-331.33,0.93825
-331.32,0.93448
-331.3,0.94271
-331.28,0.93594
-331.26,0.91789
-331.25,0.92345
-331.23,0.94375
-331.21,0.93089
-331.19,0.93072
-331.18,0.91902
-331.16,0.9246
-331.14,0.92296
-331.12,0.92442
-331.11,0.93045
-331.09,0.92666
-331.07,0.93595
-331.05,0.92095
-331.04,0.9285
-331.02,0.93418
-331,0.93144
-330.98,0.94138
-330.97,0.92669
-330.95,0.93658
-330.93,0.9176
-330.91,0.93512
-330.9,0.93216
-330.88,0.92832
-330.86,0.93425
-330.84,0.92342
-330.83,0.91925
-330.81,0.92624
-330.79,0.933
-330.77,0.92672
-330.75,0.9213
-330.74,0.93713
-330.72,0.93207
-330.7,0.92546
-330.68,0.93052
-330.67,0.93054
-330.65,0.92185
-330.63,0.93881
-330.61,0.92965
-330.6,0.92572
-330.58,0.93043
-330.56,0.92749
-330.54,0.93103
-330.53,0.92774
-330.51,0.93238
-330.49,0.92456
-330.47,0.92849
-330.46,0.93827
-330.44,0.91995
-330.42,0.92497
-330.4,0.93658
-330.39,0.926
-330.37,0.92159
-330.35,0.93804
-330.33,0.9288
-330.32,0.92247
-330.3,0.92421
-330.28,0.91605
-330.26,0.92996
-330.25,0.93067
-330.23,0.93485
-330.21,0.92692
-330.19,0.93096
-330.18,0.92509
-330.16,0.91863
-330.14,0.93627
-330.12,0.92663
-330.1,0.9332
-330.09,0.93071
-330.07,0.92561
